id,Gender,Customer_Type,Age,Type_of_Travel,Class,Flight_Distance
42455,Female,Loyal Customer,32,Personal Travel,Eco,866
76014,Male,disloyal Customer,41,Business travel,Business,311
104732,Male,Loyal Customer,54,Business travel,Business,1407
114276,Female,Loyal Customer,10,Personal Travel,Eco,862
104431,Female,Loyal Customer,23,Personal Travel,Eco,1024
70309,Female,Loyal Customer,56,Personal Travel,Eco,334
78419,Male,Loyal Customer,38,Business travel,Eco,201
9452,Male,Loyal Customer,51,Personal Travel,Eco,368
4687,Male,Loyal Customer,17,Personal Travel,Eco,364
61610,Male,Loyal Customer,48,Business travel,Business,1379
108676,Male,Loyal Customer,34,Business travel,Business,577
24054,Male,Loyal Customer,67,Personal Travel,Eco,562
88859,Male,Loyal Customer,58,Business travel,Business,515
45230,Male,Loyal Customer,46,Business travel,Business,3455
68699,Female,Loyal Customer,50,Personal Travel,Eco,237
41088,Female,Loyal Customer,32,Business travel,Business,2270
2522,Male,Loyal Customer,43,Business travel,Business,2343
99736,Female,disloyal Customer,20,Business travel,Eco,255
58144,Male,Loyal Customer,39,Personal Travel,Business,925
98596,Female,Loyal Customer,28,Business travel,Business,3124
116843,Male,Loyal Customer,52,Personal Travel,Business,646
102817,Female,Loyal Customer,52,Business travel,Business,2244
78387,Male,Loyal Customer,41,Business travel,Eco,980
116796,Male,Loyal Customer,12,Personal Travel,Eco Plus,390
43018,Male,Loyal Customer,61,Business travel,Business,236
122883,Female,Loyal Customer,59,Personal Travel,Eco,226
6004,Female,Loyal Customer,43,Business travel,Business,2782
108088,Male,Loyal Customer,32,Business travel,Business,997
27862,Female,disloyal Customer,28,Business travel,Eco Plus,1448
53357,Female,Loyal Customer,29,Business travel,Eco,1452
23795,Female,Loyal Customer,40,Business travel,Business,2472
117628,Female,Loyal Customer,61,Personal Travel,Eco,347
97160,Male,Loyal Customer,42,Personal Travel,Eco,1390
22278,Male,Loyal Customer,59,Business travel,Eco,208
104656,Male,Loyal Customer,42,Business travel,Business,2772
23994,Male,Loyal Customer,42,Business travel,Business,3933
833,Male,Loyal Customer,47,Business travel,Business,229
93525,Male,Loyal Customer,29,Business travel,Eco,1218
70903,Female,Loyal Customer,41,Business travel,Eco,1721
56872,Male,Loyal Customer,59,Business travel,Business,2565
88351,Male,Loyal Customer,61,Business travel,Business,2249
30201,Female,disloyal Customer,27,Business travel,Eco Plus,261
8723,Male,Loyal Customer,35,Personal Travel,Eco,227
54329,Male,disloyal Customer,28,Personal Travel,Eco,1597
119287,Female,Loyal Customer,42,Business travel,Business,2556
23049,Male,Loyal Customer,58,Business travel,Business,2260
48674,Male,Loyal Customer,51,Business travel,Business,134
64998,Female,disloyal Customer,35,Business travel,Eco,247
14332,Female,Loyal Customer,15,Personal Travel,Eco,395
84718,Female,Loyal Customer,39,Business travel,Business,547
81059,Male,Loyal Customer,18,Personal Travel,Eco,1399
128400,Male,Loyal Customer,44,Business travel,Eco,338
17705,Male,Loyal Customer,39,Business travel,Business,311
72162,Female,Loyal Customer,60,Business travel,Business,2610
100488,Female,disloyal Customer,28,Business travel,Business,580
112014,Male,Loyal Customer,30,Business travel,Business,3636
126423,Female,Loyal Customer,57,Business travel,Business,1778
125583,Male,Loyal Customer,35,Personal Travel,Eco Plus,226
46982,Female,Loyal Customer,38,Personal Travel,Eco,853
1497,Male,Loyal Customer,55,Business travel,Business,1834
116794,Female,Loyal Customer,63,Personal Travel,Eco Plus,333
113934,Male,Loyal Customer,24,Personal Travel,Business,1728
21542,Female,Loyal Customer,42,Personal Travel,Eco,377
16064,Female,Loyal Customer,18,Business travel,Business,2792
25733,Male,Loyal Customer,21,Personal Travel,Eco,528
47290,Female,Loyal Customer,38,Business travel,Eco,584
103701,Male,Loyal Customer,54,Personal Travel,Eco,405
35379,Male,disloyal Customer,36,Business travel,Eco,610
11622,Female,Loyal Customer,65,Personal Travel,Eco,657
7764,Female,disloyal Customer,35,Business travel,Business,990
27301,Male,disloyal Customer,25,Business travel,Eco,987
2366,Female,Loyal Customer,61,Personal Travel,Eco,925
66090,Male,Loyal Customer,42,Business travel,Business,1055
108735,Male,Loyal Customer,40,Business travel,Business,1917
117316,Female,Loyal Customer,9,Personal Travel,Eco Plus,621
66131,Male,Loyal Customer,68,Personal Travel,Eco,583
119867,Male,Loyal Customer,67,Personal Travel,Eco,1095
90559,Female,disloyal Customer,23,Business travel,Eco,240
106537,Female,disloyal Customer,30,Business travel,Eco,321
59717,Female,disloyal Customer,45,Business travel,Eco Plus,964
121969,Female,Loyal Customer,45,Business travel,Business,1611
47917,Female,Loyal Customer,18,Personal Travel,Eco,748
23198,Female,Loyal Customer,30,Personal Travel,Eco Plus,300
58497,Female,Loyal Customer,47,Business travel,Eco,719
111321,Male,Loyal Customer,35,Business travel,Business,283
8871,Female,Loyal Customer,53,Business travel,Business,3285
65310,Female,Loyal Customer,41,Business travel,Business,3990
40636,Male,Loyal Customer,46,Business travel,Eco Plus,391
31593,Female,Loyal Customer,55,Business travel,Business,3962
80772,Male,disloyal Customer,23,Business travel,Business,440
84678,Female,Loyal Customer,24,Business travel,Eco,2182
59462,Male,disloyal Customer,23,Business travel,Eco,758
9702,Male,Loyal Customer,13,Personal Travel,Eco,212
5853,Female,Loyal Customer,59,Business travel,Business,2846
110961,Male,disloyal Customer,27,Business travel,Business,197
60408,Female,Loyal Customer,18,Personal Travel,Eco,1452
95758,Female,Loyal Customer,36,Personal Travel,Eco,419
58697,Male,disloyal Customer,16,Business travel,Eco,960
85541,Female,Loyal Customer,49,Business travel,Business,259
89294,Male,Loyal Customer,25,Business travel,Business,3786
16416,Female,Loyal Customer,25,Business travel,Business,2810
112129,Male,Loyal Customer,43,Business travel,Business,977
82997,Male,Loyal Customer,41,Business travel,Business,2417
40367,Female,Loyal Customer,50,Business travel,Business,3330
29962,Female,Loyal Customer,26,Business travel,Eco,571
104223,Male,Loyal Customer,24,Business travel,Business,3461
115139,Male,Loyal Customer,40,Business travel,Business,1710
118186,Female,Loyal Customer,36,Business travel,Business,1444
118345,Female,Loyal Customer,39,Personal Travel,Eco,602
11073,Female,Loyal Customer,45,Personal Travel,Eco,247
52014,Female,Loyal Customer,46,Business travel,Business,2786
23125,Male,Loyal Customer,45,Business travel,Eco,646
3788,Female,disloyal Customer,37,Business travel,Eco,199
12517,Male,Loyal Customer,22,Business travel,Eco,871
52728,Male,Loyal Customer,31,Personal Travel,Eco,406
96694,Female,Loyal Customer,52,Business travel,Business,696
29264,Female,Loyal Customer,34,Business travel,Business,3393
93898,Female,Loyal Customer,58,Personal Travel,Eco,588
16960,Female,Loyal Customer,34,Business travel,Business,1131
33052,Female,Loyal Customer,46,Personal Travel,Eco,101
100226,Male,disloyal Customer,23,Business travel,Eco,1165
102717,Male,Loyal Customer,7,Personal Travel,Eco,255
64558,Female,Loyal Customer,45,Business travel,Business,1787
72680,Female,Loyal Customer,9,Personal Travel,Eco,1119
31877,Female,disloyal Customer,35,Business travel,Eco,1419
32738,Male,Loyal Customer,33,Business travel,Business,1888
10520,Male,Loyal Customer,45,Business travel,Business,2880
52527,Female,Loyal Customer,40,Business travel,Eco,110
52116,Female,Loyal Customer,46,Personal Travel,Eco,351
46795,Female,Loyal Customer,51,Business travel,Business,2884
57283,Female,Loyal Customer,70,Personal Travel,Eco,628
118396,Male,Loyal Customer,44,Business travel,Business,338
73935,Female,Loyal Customer,42,Business travel,Eco,2342
2043,Female,Loyal Customer,28,Business travel,Business,3019
81147,Male,Loyal Customer,50,Business travel,Business,1310
83220,Male,Loyal Customer,67,Personal Travel,Business,1979
82982,Female,Loyal Customer,39,Business travel,Business,3000
45490,Female,Loyal Customer,70,Personal Travel,Eco,522
60648,Male,Loyal Customer,49,Business travel,Eco,1620
84271,Male,Loyal Customer,41,Business travel,Eco,334
117759,Female,Loyal Customer,13,Business travel,Eco,1670
19428,Female,Loyal Customer,22,Business travel,Eco,645
22138,Male,Loyal Customer,39,Personal Travel,Eco,566
21230,Female,Loyal Customer,41,Personal Travel,Eco,192
17188,Female,Loyal Customer,37,Personal Travel,Eco,643
21952,Male,Loyal Customer,53,Business travel,Business,2471
40005,Female,Loyal Customer,56,Business travel,Eco,575
84898,Female,Loyal Customer,61,Personal Travel,Eco,534
38681,Female,Loyal Customer,68,Personal Travel,Eco,2611
59252,Female,Loyal Customer,18,Business travel,Business,3904
109633,Male,Loyal Customer,48,Business travel,Business,829
80742,Female,Loyal Customer,37,Personal Travel,Eco,448
42898,Male,disloyal Customer,44,Business travel,Eco,200
37098,Male,Loyal Customer,52,Business travel,Business,1189
9205,Male,Loyal Customer,55,Business travel,Business,1681
90657,Male,Loyal Customer,39,Business travel,Business,2510
64907,Male,Loyal Customer,55,Business travel,Business,2376
36805,Male,Loyal Customer,22,Personal Travel,Eco Plus,2704
61715,Female,Loyal Customer,59,Business travel,Business,1605
12747,Male,Loyal Customer,68,Personal Travel,Eco,689
31924,Male,Loyal Customer,45,Business travel,Business,2846
23955,Female,disloyal Customer,43,Business travel,Eco,536
55479,Male,Loyal Customer,22,Business travel,Business,1825
33788,Female,Loyal Customer,58,Business travel,Eco,588
14065,Male,Loyal Customer,23,Business travel,Business,726
91224,Female,Loyal Customer,8,Personal Travel,Eco,404
128236,Female,Loyal Customer,36,Personal Travel,Eco,602
94768,Male,Loyal Customer,61,Business travel,Business,189
16897,Male,Loyal Customer,23,Personal Travel,Eco,746
60954,Female,Loyal Customer,7,Business travel,Business,888
120604,Male,Loyal Customer,52,Business travel,Business,453
70340,Female,disloyal Customer,17,Business travel,Eco,986
102323,Male,Loyal Customer,48,Business travel,Business,236
59129,Female,Loyal Customer,40,Personal Travel,Eco,1744
10893,Male,Loyal Customer,39,Business travel,Business,224
17193,Female,Loyal Customer,45,Business travel,Eco Plus,643
15478,Female,Loyal Customer,16,Personal Travel,Eco,433
70593,Female,Loyal Customer,35,Business travel,Business,2611
78576,Male,Loyal Customer,51,Business travel,Business,630
51392,Male,Loyal Customer,7,Personal Travel,Eco Plus,110
117320,Female,Loyal Customer,53,Personal Travel,Eco Plus,370
128223,Female,disloyal Customer,26,Business travel,Eco,602
36426,Male,Loyal Customer,25,Business travel,Business,369
112379,Male,Loyal Customer,52,Business travel,Business,2868
1589,Male,Loyal Customer,36,Personal Travel,Eco,140
80737,Female,Loyal Customer,52,Business travel,Business,393
69513,Female,Loyal Customer,50,Business travel,Business,2475
108836,Male,Loyal Customer,62,Personal Travel,Eco,1199
88936,Female,Loyal Customer,36,Business travel,Business,2802
124035,Male,Loyal Customer,26,Personal Travel,Eco,184
59766,Male,Loyal Customer,31,Business travel,Business,1939
45034,Female,Loyal Customer,24,Business travel,Eco,837
92126,Male,Loyal Customer,23,Personal Travel,Eco,1589
125356,Female,disloyal Customer,28,Business travel,Eco,599
104204,Male,disloyal Customer,24,Business travel,Business,680
2033,Male,Loyal Customer,48,Business travel,Business,812
32538,Male,Loyal Customer,41,Business travel,Eco,102
13668,Male,Loyal Customer,36,Business travel,Business,462
28667,Male,Loyal Customer,12,Personal Travel,Eco,2614
95778,Male,Loyal Customer,25,Personal Travel,Eco,237
12011,Male,Loyal Customer,59,Business travel,Business,2144
109418,Female,Loyal Customer,39,Business travel,Business,3111
41473,Female,disloyal Customer,35,Business travel,Eco,1504
63648,Male,Loyal Customer,50,Business travel,Business,1448
106923,Male,Loyal Customer,63,Personal Travel,Eco,1259
119544,Female,Loyal Customer,58,Personal Travel,Eco,899
75375,Female,Loyal Customer,34,Personal Travel,Business,2342
101530,Female,Loyal Customer,63,Personal Travel,Eco,345
14033,Male,Loyal Customer,54,Business travel,Business,3747
97529,Male,Loyal Customer,49,Personal Travel,Eco,439
79422,Female,Loyal Customer,34,Personal Travel,Eco,502
82555,Male,Loyal Customer,52,Business travel,Business,2619
53860,Female,Loyal Customer,30,Business travel,Business,2250
35281,Female,Loyal Customer,26,Business travel,Business,1069
96750,Female,Loyal Customer,45,Business travel,Business,3316
115505,Male,disloyal Customer,45,Business travel,Business,404
116515,Female,Loyal Customer,69,Personal Travel,Eco,337
126359,Female,Loyal Customer,63,Personal Travel,Eco,468
91803,Female,Loyal Customer,35,Personal Travel,Eco,626
32318,Male,Loyal Customer,28,Business travel,Business,216
20055,Male,disloyal Customer,55,Business travel,Eco,323
33524,Male,disloyal Customer,30,Business travel,Business,228
55442,Male,Loyal Customer,46,Personal Travel,Eco,2254
59793,Male,Loyal Customer,39,Business travel,Eco Plus,1025
61143,Male,Loyal Customer,26,Business travel,Business,2707
20411,Female,Loyal Customer,36,Business travel,Eco,299
111412,Female,disloyal Customer,25,Business travel,Business,1671
25302,Male,Loyal Customer,53,Business travel,Eco,432
110850,Male,Loyal Customer,46,Business travel,Business,404
91478,Male,Loyal Customer,27,Personal Travel,Eco,859
86242,Female,Loyal Customer,39,Personal Travel,Eco,226
106740,Male,Loyal Customer,56,Business travel,Eco,829
127263,Male,Loyal Customer,58,Business travel,Business,1633
3537,Female,Loyal Customer,25,Personal Travel,Eco Plus,557
44564,Female,Loyal Customer,42,Business travel,Business,3569
31137,Female,Loyal Customer,24,Personal Travel,Eco,991
128038,Female,Loyal Customer,41,Personal Travel,Eco,1440
2995,Male,Loyal Customer,50,Business travel,Business,922
33020,Male,Loyal Customer,32,Personal Travel,Eco,163
115853,Female,disloyal Customer,23,Business travel,Eco,342
83319,Female,Loyal Customer,9,Personal Travel,Eco,1671
117218,Female,Loyal Customer,50,Personal Travel,Eco,370
26686,Male,Loyal Customer,10,Personal Travel,Eco,515
87111,Male,Loyal Customer,12,Personal Travel,Eco,594
23598,Male,Loyal Customer,60,Business travel,Business,692
13439,Female,Loyal Customer,34,Business travel,Business,409
24371,Male,Loyal Customer,36,Business travel,Eco,669
111669,Female,disloyal Customer,11,Business travel,Eco,991
50210,Female,Loyal Customer,36,Business travel,Business,1519
64867,Male,Loyal Customer,35,Business travel,Business,190
106746,Male,Loyal Customer,37,Business travel,Business,3387
42035,Female,disloyal Customer,17,Business travel,Eco,106
110228,Female,Loyal Customer,24,Business travel,Business,1138
8285,Male,Loyal Customer,36,Personal Travel,Eco,402
84144,Female,Loyal Customer,51,Business travel,Business,2310
113969,Male,disloyal Customer,27,Business travel,Business,1232
30296,Male,Loyal Customer,35,Business travel,Business,1476
26066,Female,Loyal Customer,31,Business travel,Business,2779
24433,Male,Loyal Customer,28,Personal Travel,Eco,634
24694,Female,disloyal Customer,41,Business travel,Business,397
71453,Female,Loyal Customer,29,Business travel,Eco,867
26539,Male,Loyal Customer,64,Personal Travel,Eco,1105
35355,Female,Loyal Customer,24,Business travel,Eco,1005
24494,Female,Loyal Customer,48,Personal Travel,Eco,481
57141,Female,Loyal Customer,24,Business travel,Business,3560
55615,Male,Loyal Customer,48,Personal Travel,Eco,404
80609,Female,Loyal Customer,55,Business travel,Business,236
74200,Female,disloyal Customer,29,Business travel,Business,641
22536,Male,Loyal Customer,28,Personal Travel,Eco Plus,143
122267,Male,Loyal Customer,20,Personal Travel,Eco,573
13836,Male,Loyal Customer,21,Business travel,Business,1657
18480,Male,Loyal Customer,55,Business travel,Eco,262
37253,Female,disloyal Customer,24,Business travel,Eco,1076
102634,Male,Loyal Customer,47,Business travel,Business,3695
84236,Male,Loyal Customer,7,Personal Travel,Eco,432
111108,Female,Loyal Customer,23,Personal Travel,Eco Plus,197
101099,Male,disloyal Customer,36,Business travel,Business,583
95433,Male,Loyal Customer,34,Business travel,Eco Plus,277
45253,Male,Loyal Customer,30,Personal Travel,Eco,522
3159,Male,Loyal Customer,11,Personal Travel,Eco Plus,140
62860,Female,Loyal Customer,13,Business travel,Business,2583
95082,Female,Loyal Customer,40,Personal Travel,Eco,562
97484,Male,Loyal Customer,47,Business travel,Eco,756
108142,Male,Loyal Customer,80,Business travel,Business,705
77356,Male,disloyal Customer,25,Business travel,Business,626
24629,Female,Loyal Customer,54,Personal Travel,Eco,526
77795,Female,Loyal Customer,64,Personal Travel,Eco,874
36905,Male,Loyal Customer,27,Business travel,Eco,2072
109901,Male,Loyal Customer,54,Business travel,Business,2245
7555,Female,Loyal Customer,51,Business travel,Business,3231
97508,Female,Loyal Customer,34,Business travel,Eco Plus,670
85941,Female,Loyal Customer,53,Business travel,Business,3406
94577,Female,disloyal Customer,24,Business travel,Eco,239
63837,Female,Loyal Customer,28,Business travel,Business,2647
4472,Male,Loyal Customer,62,Personal Travel,Eco,1005
87352,Male,Loyal Customer,41,Business travel,Business,2285
68155,Female,Loyal Customer,57,Business travel,Business,3305
48248,Female,Loyal Customer,49,Personal Travel,Eco,391
44643,Male,Loyal Customer,65,Business travel,Business,3556
107432,Female,Loyal Customer,13,Personal Travel,Eco,468
96719,Male,disloyal Customer,24,Business travel,Eco,696
12133,Male,Loyal Customer,51,Business travel,Business,2818
120880,Female,disloyal Customer,20,Business travel,Eco,1013
84704,Male,Loyal Customer,54,Business travel,Business,481
97741,Male,Loyal Customer,40,Business travel,Business,587
39100,Female,Loyal Customer,58,Business travel,Business,328
1030,Female,disloyal Customer,27,Business travel,Eco,89
21096,Female,disloyal Customer,43,Business travel,Eco,106
53927,Male,Loyal Customer,47,Business travel,Eco Plus,140
90518,Female,Loyal Customer,55,Business travel,Business,2159
4981,Female,disloyal Customer,18,Business travel,Eco,502
71561,Female,Loyal Customer,28,Business travel,Business,2233
86102,Male,Loyal Customer,69,Personal Travel,Business,226
3878,Female,Loyal Customer,54,Business travel,Business,290
108927,Female,Loyal Customer,36,Personal Travel,Eco,1183
64005,Male,Loyal Customer,54,Personal Travel,Eco,612
91338,Female,Loyal Customer,61,Personal Travel,Eco Plus,594
76588,Female,Loyal Customer,49,Business travel,Business,547
11141,Female,Loyal Customer,65,Personal Travel,Eco,429
82397,Male,Loyal Customer,41,Business travel,Business,1771
42083,Female,Loyal Customer,26,Personal Travel,Eco Plus,106
120986,Female,disloyal Customer,27,Business travel,Eco,992
85037,Female,disloyal Customer,35,Business travel,Eco Plus,1590
78940,Male,Loyal Customer,27,Personal Travel,Eco,500
52979,Male,disloyal Customer,50,Business travel,Business,1208
63100,Male,Loyal Customer,19,Business travel,Business,2794
108937,Male,Loyal Customer,37,Personal Travel,Eco,1183
94977,Male,Loyal Customer,71,Business travel,Eco,239
59922,Female,disloyal Customer,15,Business travel,Eco,997
32711,Female,Loyal Customer,54,Business travel,Eco,102
31481,Male,Loyal Customer,38,Business travel,Eco,916
6616,Male,Loyal Customer,62,Personal Travel,Eco Plus,618
90023,Female,Loyal Customer,53,Business travel,Business,1127
73521,Male,Loyal Customer,49,Business travel,Business,594
38384,Male,Loyal Customer,35,Business travel,Eco Plus,1133
14819,Male,Loyal Customer,45,Business travel,Eco,563
33135,Male,Loyal Customer,39,Personal Travel,Eco,102
64030,Male,Loyal Customer,47,Business travel,Business,2844
103629,Male,disloyal Customer,26,Business travel,Business,405
55170,Female,Loyal Customer,12,Personal Travel,Eco,1635
64395,Male,Loyal Customer,48,Personal Travel,Eco,1192
72295,Female,Loyal Customer,11,Personal Travel,Eco,919
46542,Male,Loyal Customer,59,Business travel,Eco,125
62636,Male,Loyal Customer,52,Personal Travel,Eco,1744
77659,Female,Loyal Customer,52,Business travel,Business,874
31256,Female,Loyal Customer,52,Business travel,Eco,533
93977,Female,disloyal Customer,26,Business travel,Business,1218
39750,Female,Loyal Customer,53,Business travel,Eco,1174
53610,Female,disloyal Customer,29,Business travel,Eco,1874
122221,Male,disloyal Customer,22,Business travel,Business,603
28644,Male,Loyal Customer,39,Personal Travel,Eco,2614
100370,Male,Loyal Customer,47,Personal Travel,Eco,1033
22185,Female,disloyal Customer,16,Business travel,Eco,565
102436,Female,Loyal Customer,51,Personal Travel,Eco,258
125034,Female,Loyal Customer,43,Business travel,Business,2300
16251,Male,Loyal Customer,45,Business travel,Business,1608
62480,Female,Loyal Customer,43,Business travel,Business,1846
6567,Male,Loyal Customer,26,Business travel,Business,618
99044,Male,Loyal Customer,47,Business travel,Business,3360
86540,Female,Loyal Customer,64,Personal Travel,Eco,762
114413,Male,Loyal Customer,51,Business travel,Business,372
8458,Female,Loyal Customer,65,Business travel,Business,979
1886,Female,Loyal Customer,48,Business travel,Business,2579
33414,Male,Loyal Customer,23,Business travel,Business,2556
40019,Female,disloyal Customer,27,Business travel,Eco,575
82326,Female,Loyal Customer,37,Business travel,Eco,456
25311,Female,Loyal Customer,17,Business travel,Eco,432
35590,Female,disloyal Customer,23,Business travel,Eco Plus,950
42998,Female,disloyal Customer,32,Business travel,Eco,192
46535,Female,disloyal Customer,33,Business travel,Eco,141
27879,Female,Loyal Customer,40,Personal Travel,Eco Plus,1448
19891,Male,Loyal Customer,44,Business travel,Business,296
97233,Male,disloyal Customer,24,Business travel,Eco,296
118624,Male,Loyal Customer,54,Business travel,Business,338
77531,Male,Loyal Customer,12,Personal Travel,Eco,1097
115370,Female,disloyal Customer,22,Business travel,Eco,446
10300,Male,disloyal Customer,20,Business travel,Eco,301
20430,Male,Loyal Customer,24,Personal Travel,Eco,196
5563,Female,Loyal Customer,41,Business travel,Business,3020
90631,Female,disloyal Customer,39,Business travel,Business,404
31413,Female,Loyal Customer,30,Business travel,Business,1506
78023,Female,disloyal Customer,35,Business travel,Eco,214
129395,Male,Loyal Customer,57,Business travel,Business,414
67503,Female,Loyal Customer,44,Business travel,Business,1973
88478,Male,Loyal Customer,23,Business travel,Eco,181
110505,Female,Loyal Customer,38,Business travel,Eco Plus,787
74748,Female,Loyal Customer,56,Personal Travel,Eco,1205
129626,Female,Loyal Customer,44,Business travel,Business,308
1186,Male,Loyal Customer,69,Personal Travel,Eco,102
98242,Female,Loyal Customer,32,Business travel,Business,3487
23051,Female,Loyal Customer,56,Personal Travel,Business,820
30366,Female,Loyal Customer,58,Business travel,Eco,641
23874,Female,Loyal Customer,44,Business travel,Business,1593
105928,Male,disloyal Customer,40,Business travel,Business,1491
83632,Male,Loyal Customer,59,Business travel,Business,2973
114272,Female,Loyal Customer,39,Business travel,Eco,509
103358,Male,Loyal Customer,61,Business travel,Business,3042
52645,Male,Loyal Customer,23,Personal Travel,Eco,160
123730,Male,Loyal Customer,48,Personal Travel,Eco Plus,214
78480,Male,disloyal Customer,25,Business travel,Business,666
70146,Male,Loyal Customer,68,Personal Travel,Eco,550
69372,Female,Loyal Customer,48,Business travel,Business,2286
122589,Female,disloyal Customer,29,Business travel,Business,728
48938,Female,Loyal Customer,47,Business travel,Business,2849
107959,Male,Loyal Customer,53,Business travel,Business,825
109634,Male,Loyal Customer,43,Business travel,Business,2388
81141,Female,Loyal Customer,68,Personal Travel,Eco Plus,991
80058,Male,Loyal Customer,63,Personal Travel,Eco,1069
12077,Female,Loyal Customer,32,Business travel,Eco Plus,376
40281,Female,Loyal Customer,8,Personal Travel,Eco,347
87415,Male,Loyal Customer,33,Personal Travel,Eco,425
52877,Male,Loyal Customer,21,Business travel,Business,836
83599,Female,disloyal Customer,23,Business travel,Business,409
111673,Female,disloyal Customer,22,Business travel,Eco,591
100997,Male,Loyal Customer,44,Business travel,Business,3759
113574,Female,Loyal Customer,42,Business travel,Eco,236
95980,Female,Loyal Customer,31,Business travel,Business,3477
122983,Female,Loyal Customer,60,Business travel,Business,2714
32087,Female,Loyal Customer,44,Business travel,Business,216
128419,Male,Loyal Customer,32,Business travel,Business,338
56131,Female,Loyal Customer,59,Business travel,Business,1504
59528,Female,Loyal Customer,52,Business travel,Business,854
64739,Female,Loyal Customer,57,Business travel,Eco,224
120230,Male,disloyal Customer,24,Business travel,Eco,1303
25230,Male,Loyal Customer,40,Business travel,Eco,387
127084,Female,Loyal Customer,26,Business travel,Business,2577
88730,Male,Loyal Customer,19,Personal Travel,Eco,270
40131,Female,Loyal Customer,9,Personal Travel,Eco,200
111433,Female,Loyal Customer,47,Personal Travel,Eco Plus,896
125372,Male,Loyal Customer,40,Business travel,Business,1440
5888,Male,disloyal Customer,44,Business travel,Business,108
110636,Female,Loyal Customer,16,Personal Travel,Eco Plus,719
76747,Male,Loyal Customer,59,Business travel,Business,205
113827,Female,Loyal Customer,16,Personal Travel,Eco Plus,397
37516,Female,Loyal Customer,46,Business travel,Eco,944
129147,Female,disloyal Customer,27,Business travel,Eco,679
123999,Male,Loyal Customer,62,Business travel,Eco,184
25801,Male,Loyal Customer,51,Personal Travel,Eco,762
6439,Female,Loyal Customer,67,Personal Travel,Eco,296
94067,Male,Loyal Customer,51,Business travel,Business,2154
81961,Female,Loyal Customer,58,Business travel,Business,1589
60614,Female,Loyal Customer,44,Business travel,Business,991
95797,Male,Loyal Customer,47,Business travel,Eco Plus,237
124870,Female,Loyal Customer,18,Personal Travel,Eco Plus,280
116395,Female,Loyal Customer,43,Personal Travel,Eco,362
77424,Male,Loyal Customer,55,Personal Travel,Eco,588
94095,Female,Loyal Customer,63,Personal Travel,Business,277
56085,Male,Loyal Customer,64,Business travel,Eco Plus,2586
61993,Female,Loyal Customer,49,Business travel,Business,2475
30719,Female,Loyal Customer,17,Business travel,Business,2272
76454,Female,disloyal Customer,27,Business travel,Business,547
76630,Male,disloyal Customer,22,Business travel,Eco,134
116512,Female,Loyal Customer,64,Personal Travel,Eco,447
94350,Female,Loyal Customer,47,Business travel,Business,323
116365,Female,Loyal Customer,65,Personal Travel,Eco,337
6279,Male,Loyal Customer,35,Business travel,Business,3597
49308,Female,Loyal Customer,23,Business travel,Business,3182
113508,Male,Loyal Customer,42,Business travel,Business,2381
3267,Female,Loyal Customer,32,Business travel,Eco,419
94185,Female,Loyal Customer,37,Business travel,Business,2938
117857,Male,Loyal Customer,54,Business travel,Business,2975
37421,Female,Loyal Customer,72,Business travel,Business,3121
93477,Male,Loyal Customer,68,Personal Travel,Eco Plus,605
74299,Female,disloyal Customer,24,Business travel,Eco,992
110206,Female,Loyal Customer,53,Business travel,Business,3666
93667,Female,disloyal Customer,38,Business travel,Eco,655
76091,Male,Loyal Customer,60,Personal Travel,Eco,669
55622,Male,Loyal Customer,46,Business travel,Business,1824
53083,Female,Loyal Customer,54,Business travel,Business,2327
47218,Male,Loyal Customer,42,Personal Travel,Eco,954
10605,Male,Loyal Customer,53,Business travel,Business,3153
51165,Male,Loyal Customer,32,Personal Travel,Eco,77
67568,Female,disloyal Customer,25,Business travel,Business,1171
70787,Female,Loyal Customer,41,Business travel,Business,328
109552,Male,Loyal Customer,21,Personal Travel,Eco,992
103609,Female,Loyal Customer,33,Personal Travel,Business,405
129535,Female,disloyal Customer,22,Business travel,Eco,1102
18009,Female,Loyal Customer,46,Personal Travel,Eco,332
47333,Female,Loyal Customer,49,Business travel,Eco,558
65510,Male,Loyal Customer,31,Business travel,Business,1616
5667,Male,Loyal Customer,62,Business travel,Business,196
75870,Female,Loyal Customer,58,Business travel,Business,1972
18468,Female,Loyal Customer,39,Business travel,Business,1558
40107,Female,Loyal Customer,41,Business travel,Eco,368
12350,Male,Loyal Customer,37,Business travel,Eco,192
113318,Female,Loyal Customer,41,Business travel,Business,2876
67561,Female,Loyal Customer,43,Business travel,Business,1205
10435,Female,Loyal Customer,52,Business travel,Business,1720
69743,Female,Loyal Customer,42,Business travel,Business,2591
128929,Female,Loyal Customer,58,Business travel,Business,3165
25138,Female,Loyal Customer,33,Personal Travel,Eco,1249
50713,Male,Loyal Customer,11,Personal Travel,Eco,109
29882,Male,Loyal Customer,55,Business travel,Business,95
73024,Female,Loyal Customer,60,Personal Travel,Eco,1089
42531,Male,Loyal Customer,39,Business travel,Business,310
1984,Male,Loyal Customer,30,Personal Travel,Eco,293
22364,Female,disloyal Customer,24,Business travel,Eco,238
3624,Female,Loyal Customer,42,Personal Travel,Business,427
50132,Female,disloyal Customer,38,Business travel,Eco,337
63274,Female,Loyal Customer,42,Business travel,Business,1850
42538,Male,Loyal Customer,55,Business travel,Eco,1174
126883,Female,Loyal Customer,49,Personal Travel,Eco,2077
